,Scripcode,Start Date,End Date,Entry Buffer,Exit Buffer,MSL,BEP
,BPCL EQ,2014-01-01,2024-12-31,1.0,1.0,5.0,no
,,,,,,,,,,,
,,,,,,,,,,,
,System,Entry Date,Exit Date,Trade,Entry,Exit,P&L,Cumm PL,Comments,HH/LL,% ITM
97,2 Week High-Low,2017-05-19,2017-09-13,Sell,703.0,505.39,197.61,-442.9599999999998,Short,489.0,30.44
98,2 Week High-Low,2017-09-13,2017-05-26,Sell,505.39,743.36,-237.97,-680.9299999999998,SAR,449.4,11.08
99,2 Week High-Low,2017-05-26,2017-06-07,Buy,743.36,715.62,-27.74,-708.6699999999998,SAR,769.25,3.48
100,2 Week High-Low,2017-10-16,2017-11-07,Buy,500.96,515.79,14.83,-693.8399999999998,SAR,551.55,10.1
101,2 Week High-Low,2017-06-07,2017-07-04,Sell,715.62,657.86,57.76,-636.0799999999998,SAR,599.0,16.3
102,2 Week High-Low,2017-07-04,2017-07-13,Buy,657.86,458.0,-199.86,-835.9399999999998,SAR,691.2,5.07
103,2 Week High-Low,2017-11-07,2017-12-21,Sell,515.79,540.25,-24.46,-860.3999999999999,SAR,456.1,11.57
104,2 Week High-Low,2017-12-21,2018-01-01,Buy,540.25,513.24,-27.01,-887.4099999999999,MSL,542.5,0.42
105,2 Week High-Low,2017-07-27,2017-09-13,Buy,479.75,505.39,25.64,-861.7699999999999,SAR,546.1,13.83
106,2 Week High-Low,2018-01-02,2018-01-30,Sell,502.13,491.37,10.76,-851.0099999999999,MSL,465.25,7.34
107,2 Week High-Low,2018-01-30,2018-02-05,Buy,491.37,536.0,44.63,-806.3799999999999,MSL,493.9,0.51
108,2 Week High-Low,2017-09-13,2017-10-16,Sell,505.39,500.96,4.43,-801.9499999999999,SAR,449.4,11.08
109,2 Week High-Low,2017-10-16,2017-11-07,Buy,500.96,515.79,14.83,-787.1199999999999,SAR,551.55,10.1
110,2 Week High-Low,2018-02-19,2018-03-06,Sell,454.51,448.34,6.17,-780.9499999999999,SAR,422.7,7.0
111,2 Week High-Low,2018-03-06,2018-03-20,Buy,448.34,525.0,76.66,-704.29,SAR,468.4,4.47
112,2 Week High-Low,2017-11-07,2018-03-20,Sell,515.79,424.71,91.08,-613.2099999999999,Short,487.45,5.49
113,2 Week High-Low,2018-03-20,2017-12-21,Sell,424.71,540.25,-115.54,-728.7499999999999,SAR,402.5,5.23
114,2 Week High-Low,2017-12-21,2018-01-01,Buy,540.25,513.24,-27.01,-755.7599999999999,MSL,542.5,0.42
115,2 Week High-Low,2018-04-09,2018-04-11,Buy,439.55,430.65,-8.9,-764.6599999999999,SAR,454.5,3.4
116,2 Week High-Low,2018-01-02,2018-01-30,Sell,502.13,491.37,10.76,-753.8999999999999,SAR,465.25,7.34
117,2 Week High-Low,2018-01-30,2018-02-05,Buy,491.37,466.8,-24.57,-778.4699999999999,MSL,493.9,0.51
118,2 Week High-Low,2018-02-19,2018-04-11,Sell,454.51,448.34,6.17,-772.3,SAR,422.7,7.0
119,2 Week High-Low,2018-03-06,2018-03-20,Buy,448.34,425.92,-22.42,-794.7199999999999,MSL,468.4,4.47
120,2 Week High-Low,2018-04-12,2018-03-20,Sell,410.95,424.71,-13.76,-808.4799999999999,Short,369.85,10.0
121,2 Week High-Low,2018-03-20,2018-05-11,Sell,424.71,400.41,24.3,-784.18,SAR,369.85,12.92
122,2 Week High-Low,2018-05-11,2018-05-17,Buy,400.41,385.36,-15.05,-799.2299999999999,SAR,453.85,13.35
123,2 Week High-Low,2018-04-09,2018-04-11,Buy,439.55,417.57,-21.98,-821.2099999999999,MSL,454.5,3.4
124,2 Week High-Low,2018-05-17,2018-04-11,Sell,385.36,446.95,-61.59,-882.8,MSL,inf,inf
125,,2018-04-19,2018-05-29,Sell,389.07,409.4,0.0,,SAR,,
126,,2018-05-29,2018-06-27,Buy,409.4,401.0,-8.4,,SAR,429.15,4.82
127,,2018-05-11,2018-05-23,Buy,400.41,380.39,-20.02,,MSL,413.0,3.14
128,,2018-06-27,2018-07-12,Sell,401.0,385.21,15.79,,MSL,361.85,9.76
129,,2018-07-12,2018-08-13,Buy,385.21,393.8,8.59,,SAR,407.5,5.79
130,,2018-05-23,2018-08-13,Sell,378.87,379.32,-0.45,,Short,359.55,5.1
131,,2018-08-13,2018-09-21,Sell,379.32,372.94,6.38,,MSL,324.25,14.52
132,,2018-09-21,2018-10-04,Buy,372.94,397.82,24.88,,MSL,383.8,2.91
